Tm,G,MP,PER,USG%,Season
SAS,46,432,13.4,12.6,2016
TOR,6,43,-7.7,16.9,2016
NYK,72,2024,12.3,12.6,2016
DET,76,2789,12.4,18.2,2016
PHI,77,1966,11.1,19.9,2016
HOU,77,1471,18.3,16.1,2016
TOR,26,786,11.9,18.5,2016
MEM,60,1005,12.7,18.5,2016
Tm,G,MP,PER,USG%,2016
MIL,54,1649,13.9,21.3,2016
SAC,69,1880,13.9,17.8,2016
SAC,66,1412,15.3,13.2,2016
TOT,61,1373,17.3,21.9,2016
MIA,6,120,9.5,17.8,2016
MEM,55,1253,18.0,22.3,2016
PHO,66,1618,14.7,12.7,2016
IND,1,6,32.0,14.7,2016
GSW,66,578,11.5,19.5,2016
BOS,3,6,23.9,35.5,2016
LAL,79,2552,14.3,22.8,2016
NOP,45,1198,10.8,21.7,2016
SAC,74,2219,15.9,19.2,2016
OKC,59,699,7.7,10.6,2016
MEM,56,1761,19.4,22.4,2016
POR,34,143,4.6,18.7,2016
MIL,24,156,5.4,17.3,2016
TOT,8,39,1.7,16.5,2016
PHO,3,33,-3.3,16.8,2016
MEM,5,6,29.1,15.0,2016
SAC,65,2246,23.6,35.4,2016
PHI,67,1903,13.2,21.5,2016
POR,81,2105,12.2,16.4,2016
LAC,79,2126,14.0,24.9,2016
Tm,G,MP,PER,USG%,2016
BOS,73,2308,15.8,18.5,2016
NOP,80,1971,8.6,11.0,2016
TOT,44,410,5.9,16.5,2016
CLE,40,355,5.9,16.6,2016
MIL,4,55,5.8,16.4,2016
SAC,44,692,13.8,17.4,2016
GSW,79,2700,31.5,32.6,2016
CHO,43,476,14.9,20.4,2016
NOP,61,2164,25.0,29.6,2016
POR,81,1684,18.7,12.7,2016
LAC,6,29,7.1,8.5,2016
ORL,58,705,17.0,15.2,2016
NOP,14,279,9.6,14.1,2016
HOU,3,6,10.8,0.0,2016
CLE,76,1867,11.3,15.9,2016
MIA,74,2394,15.0,17.4,2016
TOR,78,2804,21.5,29.8,2016
SAS,76,1386,14.0,17.0,2016
MIN,82,2220,17.1,16.7,2016
DET,12,159,8.9,20.7,2016
NOP,61,1262,14.7,19.4,2016
MIA,72,2363,15.5,21.9,2016
Tm,G,MP,PER,USG%,2016
DET,81,2666,21.2,24.1,2016
WAS,81,2098,11.7,12.7,2016
SAC,1,24,4.2,17.7,2016
SAS,61,1536,16.9,17.6,2016
CHI,31,703,9.1,14.4,2016
OKC,72,2578,28.2,30.6,2016
NYK,17,154,2.2,14.9,2016
WAS,26,147,11.0,20.7,2016
BRK,76,1615,10.1,17.5,2016
IND,81,2734,13.7,21.2,2016
TOT,22,329,17.8,19.8,2016
MIA,3,7,2.4,0.0,2016
MEM,10,40,18.3,21.8,2016
NOP,9,282,18.1,20.0,2016
MIL,46,654,10.7,17.1,2016
DAL,30,251,12.6,11.7,2016
NOP,25,765,17.9,24.7,2016
GSW,46,770,17.7,18.2,2016
DEN,67,1694,21.0,21.0,2016
MEM,12,291,13.2,18.9,2016
UTA,62,1983,21.6,23.9,2016
CHI,31,321,17.6,13.7,2016
DAL,80,2192,11.9,18.4,2016
Tm,G,MP,PER,USG%,2016
ORL,79,2566,14.6,20.1,2016
TOT,81,1642,7.6,15.9,2016
DEN,54,1070,7.8,16.8,2016
OKC,27,572,7.1,14.1,2016
TOT,51,741,13.9,19.4,2016
POR,35,272,4.7,15.0,2016
NOP,16,469,19.1,22.0,2016
TOT,6,18,12.0,22.8,2016
NOP,4,13,-1.6,17.0,2016
NYK,2,5,47.4,38.0,2016
TOT,70,1200,12.9,15.1,2016
ORL,44,754,11.8,13.2,2016
CLE,26,446,14.9,18.3,2016
DEN,53,1839,19.0,23.0,2016
NYK,82,2033,11.7,15.6,2016
MIN,38,556,12.3,11.3,2016
MEM,52,1791,17.7,23.4,2016
CHI,72,2291,21.7,24.6,2016
SAC,70,2379,15.5,22.4,2016
NOP,73,1632,8.4,9.2,2016
IND,81,2819,20.9,30.4,2016
CHI,73,1936,15.7,14.6,2016
SAS,58,1134,17.8,23.6,2016
UTA,61,1932,17.5,14.2,2016
WAS,30,305,7.5,17.5,2016
PHO,57,1114,11.1,23.2,2016
ORL,78,1863,17.0,17.3,2016
NOP,45,1481,13.5,20.3,2016
Tm,G,MP,PER,USG%,2016
WAS,75,2256,19.0,18.9,2016
HOU,8,50,12.4,24.8,2016
PHI,77,2066,12.6,18.0,2016
NYK,76,1265,11.2,19.0,2016
SAS,79,2062,10.5,14.6,2016
GSW,81,2808,19.3,18.8,2016
TOT,9,42,12.4,15.2,2016
DEN,3,7,0.9,6.2,2016
UTA,6,35,14.7,17.0,2016
MIA,69,1557,10.1,19.8,2016
MEM,78,1446,14.6,19.8,2016
TOT,80,2253,13.0,20.2,2016
MEM,53,1544,13.4,20.2,2016
LAC,27,709,12.0,20.4,2016
LAC,35,1170,22.1,29.8,2016
CHO,12,63,19.1,15.6,2016
TOT,66,1313,6.9,16.4,2016
CHO,48,938,7.4,15.3,2016
MEM,18,375,5.7,19.0,2016
NOP,11,304,12.4,20.7,2016
CHO,44,343,12.5,14.7,2016
ATL,51,864,11.7,16.2,2016
HOU,82,3125,25.3,32.5,2016
POR,78,1457,13.3,15.6,2016
DET,5,35,6.9,16.0,2016
HOU,39,379,14.6,14.5,2016
Tm,G,MP,PER,USG%,2016
DAL,64,1280,13.1,17.9,2016
DEN,76,2439,12.7,16.5,2016
CLE,5,15,3.4,15.1,2016
TOT,76,2513,16.2,19.3,2016
ORL,49,1610,15.0,18.9,2016
DET,27,903,18.2,20.2,2016
CHO,21,93,4.3,13.7,2016
MIA,37,260,9.1,12.8,2016
CHO,57,1035,12.4,17.1,2016
HOU,2,24,1.6,10.5,2016
UTA,80,2893,18.3,25.7,2016
POR,72,1431,12.9,20.2,2016
MIL,57,960,18.6,19.1,2016
ORL,79,1413,9.4,16.9,2016
LAL,81,1878,11.2,12.9,2016
TOT,35,436,16.8,22.6,2016
DEN,20,305,15.8,21.6,2016
WAS,15,131,18.9,24.8,2016
WAS,57,1094,16.8,21.6,2016
IND,74,2524,13.2,15.8,2016
IND,73,1513,16.4,20.3,2016
IND,59,866,12.2,13.2,2016
DET,38,383,10.7,19.1,2016
TOT,46,631,7.2,11.6,2016
CHI,35,555,7.3,12.0,2016
ATL,11,76,6.2,8.2,2016
Tm,G,MP,PER,USG%,2016
NOP,65,1831,19.7,28.9,2016
TOT,53,773,9.4,16.2,2016
ATL,26,263,4.7,15.4,2016
CHI,27,510,11.8,16.6,2016
TOT,37,460,12.3,11.8,2016
WAS,5,48,7.2,9.1,2016
MEM,32,412,12.9,12.1,2016
BRK,29,615,14.2,13.5,2016
PHI,51,702,15.9,17.9,2016
UTA,79,2541,14.1,21.5,2016
ATL,82,2631,19.4,20.6,2016
HOU,71,2280,18.9,18.4,2016
LAL,53,869,10.4,16.3,2016
OKC,5,55,6.7,13.0,2016
TOT,53,835,13.1,19.5,2016
WAS,28,466,11.8,18.0,2016
PHO,4,74,13.5,25.0,2016
ATL,21,295,14.9,20.4,2016
BOS,36,315,7.7,15.1,2016
OKC,78,2500,13.9,17.6,2016
GSW,65,1732,12.2,12.1,2016
TOT,74,1881,14.2,18.6,2016
DET,52,1434,14.1,18.7,2016
ORL,22,447,14.7,18.3,2016
UTA,81,1241,10.3,13.5,2016
MIL,20,156,6.7,14.9,2016
CLE,53,1667,19.9,29.5,2016
BRK,32,1027,14.5,21.7,2016
DET,79,2424,19.6,29.1,2016
Tm,G,MP,PER,USG%,2016
CLE,76,2709,27.5,31.4,2016
CHO,47,1096,18.2,24.2,2016
PHO,8,50,12.7,21.0,2016
CLE,74,1326,9.7,13.4,2016
TOT,43,480,10.0,18.1,2016
DAL,21,193,7.2,20.1,2016
PHO,22,287,11.9,16.7,2016
TOT,48,868,13.7,20.0,2016
DET,23,416,13.1,19.0,2016
ORL,25,452,14.3,20.9,2016
BOS,78,1176,10.3,13.5,2016
BOS,79,1800,16.0,13.6,2016
UTA,70,857,8.2,13.6,2016
TOR,57,926,11.4,15.9,2016
TOT,81,2703,12.0,17.9,2016
BRK,57,1934,10.7,17.8,2016
MIA,24,769,15.2,18.4,2016
TOT,7,101,3.6,17.8,2016
PHO,2,47,10.1,18.7,2016
NOP,5,54,-2.1,17.1,2016
DET,73,1687,8.7,19.6,2016
MIA,36,863,13.8,16.8,2016
LAC,80,1666,11.0,16.0,2016
DEN,80,1733,21.5,19.9,2016
CLE,1,42,10.3,15.1,2016
CLE,48,463,11.6,16.2,2016
HOU,50,1044,13.5,19.3,2016
MIN,37,573,11.2,16.1,2016
Tm,G,MP,PER,USG%,2016
LAC,77,2598,20.6,15.4,2016
TOR,80,2046,12.4,17.0,2016
POR,16,112,11.1,20.4,2016
CHO,81,1708,12.5,17.1,2016
OKC,82,1721,24.0,23.4,2016
BRK,40,399,8.5,12.1,2016
CLE,25,95,12.5,13.7,2016
LAL,36,470,10.3,17.9,2016
CHO,7,205,16.9,18.0,2016
TOT,31,616,15.6,23.8,2016
DEN,8,82,8.0,15.2,2016
BRK,23,534,16.7,25.2,2016
PHO,52,1870,14.7,26.2,2016
ATL,80,2401,9.7,13.7,2016
SAC,78,1482,15.1,15.4,2016
CHO,66,1227,15.9,22.0,2016
PHI,36,569,22.4,24.0,2016
BRK,78,1751,13.3,17.7,2016
DEN,59,1041,15.7,19.5,2016
MIN,82,2294,14.3,23.5,2016
TOT,66,1411,9.7,14.9,2016
HOU,53,1176,8.9,14.8,2016
IND,13,235,13.7,15.5,2016
TOT,79,2334,11.5,14.7,2016
MEM,51,1489,11.7,15.3,2016
CHO,28,845,11.2,13.6,2016
Tm,G,MP,PER,USG%,2016
TOT,55,903,19.6,21.5,2016
BOS,30,470,15.5,22.9,2016
DAL,25,433,24.0,20.0,2016
PHO,78,1821,12.4,20.4,2016
SAS,72,2380,26.0,25.8,2016
POR,61,1333,11.3,17.4,2016
PHO,67,1255,16.2,19.8,2016
POR,75,2676,22.2,31.3,2016
CHO,78,2048,13.8,22.2,2016
GSW,78,1520,13.8,14.2,2016
GSW,5,21,18.6,16.5,2016
BRK,73,2457,21.7,27.3,2016
NYK,82,2219,17.6,17.7,2016
CLE,77,2424,19.0,23.4,2016
TOR,77,2851,22.2,26.1,2016
UTA,80,1382,11.6,17.9,2016
TOT,52,1058,13.6,23.3,2016
ATL,24,179,15.4,28.5,2016
UTA,28,879,13.2,22.2,2016
IND,71,1816,16.6,15.7,2016
ORL,28,249,5.2,15.7,2016
SAS,54,508,27.7,22.8,2016
PHI,30,400,6.7,18.3,2016
MEM,27,380,14.0,19.2,2016
Tm,G,MP,PER,USG%,2016
TOT,55,1095,11.5,22.6,2016
MIN,39,834,11.9,23.5,2016
SAS,16,261,10.1,19.5,2016
DAL,78,2644,10.9,17.2,2016
MIL,41,1090,7.7,17.0,2016
LAC,75,1274,7.3,9.4,2016
GSW,41,262,15.9,20.1,2016
TOT,41,475,9.1,16.8,2016
SAS,31,256,10.3,14.7,2016
MEM,10,219,7.7,19.3,2016
POR,80,2780,17.7,27.1,2016
PHI,81,1606,14.5,17.0,2016
BRK,24,362,12.2,16.5,2016
HOU,37,235,10.6,18.7,2016
CHI,81,1861,10.9,17.3,2016
OKC,20,72,7.4,20.4,2016
DAL,34,370,19.9,21.1,2016
SAC,68,1443,8.6,17.6,2016
TOT,22,195,14.2,23.9,2016
PHO,7,82,14.2,20.0,2016
CLE,15,113,14.2,26.7,2016
MIA,42,595,9.9,15.0,2016
DET,3,43,13.5,23.1,2016
DAL,34,397,16.8,14.0,2016
BOS,16,57,15.3,20.5,2016
MIL,79,2852,16.8,23.0,2016
Tm,G,MP,PER,USG%,2016
IND,64,1464,14.0,22.8,2016
TOT,39,461,13.4,15.4,2016
MIN,26,280,13.7,14.6,2016
SAS,13,181,12.9,16.6,2016
DEN,47,373,6.5,9.3,2016
SAS,81,1662,14.6,19.7,2016
UTA,20,173,6.5,14.9,2016
ATL,81,2647,21.3,24.3,2016
CHI,66,1646,15.6,21.1,2016
OKC,5,19,6.0,19.9,2016
MIL,79,2314,21.8,23.5,2016
POR,12,42,-2.7,25.7,2016
CHI,59,1263,11.4,15.9,2016
SAC,8,48,7.4,9.5,2016
DET,80,2856,12.7,18.4,2016
TOT,64,1629,12.2,24.2,2016
PHO,37,917,10.8,26.0,2016
WAS,27,712,14.0,21.9,2016
OKC,68,926,10.7,16.9,2016
HOU,37,547,11.3,21.4,2016
CLE,76,1326,14.6,16.1,2016
DEN,68,2068,9.9,25.7,2016
MIN,82,1682,15.2,22.8,2016
MEM,14,244,9.9,18.0,2016
Tm,G,MP,PER,USG%,2016
ATL,60,565,13.6,15.5,2016
LAL,63,1266,13.4,12.6,2016
ORL,55,600,9.6,19.7,2016
WAS,40,807,13.5,20.5,2016
DEN,39,1036,9.5,16.4,2016
UTA,81,1499,10.2,17.2,2016
ORL,56,823,14.8,20.4,2016
CHI,29,635,14.1,14.2,2016
PHI,67,1965,16.2,18.8,2016
TOR,29,225,15.6,12.4,2016
TOT,10,44,14.4,19.2,2016
OKC,7,24,20.8,23.1,2016
MIL,3,20,6.7,14.5,2016
DAL,75,2364,19.0,25.5,2016
DEN,32,547,16.0,27.2,2016
UTA,2,6,1.3,7.7,2016
MIL,66,857,7.4,13.5,2016
NYK,65,764,17.5,21.2,2016
PHI,53,1591,17.1,27.3,2016
ORL,72,2379,16.7,22.9,2016
BOS,69,1395,16.3,20.9,2016
WAS,63,671,8.2,17.4,2016
Tm,G,MP,PER,USG%,2016
DAL,76,2004,16.2,16.2,2016
DEN,26,294,6.0,13.9,2016
MIL,76,2408,14.8,20.9,2016
SAS,72,1980,16.2,21.2,2016
DAL,61,1799,16.2,20.5,2016
ATL,35,395,5.1,12.8,2016
TOR,79,2020,10.6,12.9,2016
LAC,74,2420,26.2,27.1,2016
MIN,52,486,5.6,17.7,2016
OKC,57,698,12.9,20.3,2016
ORL,73,2145,13.9,20.4,2016
MIN,12,156,6.5,19.5,2016
NOP,37,542,6.0,10.4,2016
LAC,68,1231,8.2,17.8,2016
UTA,12,82,3.5,19.1,2016
POR,82,2084,17.2,17.1,2016
MIL,61,870,17.4,15.5,2016
WAS,75,2276,14.5,16.2,2016
CHI,62,1102,13.8,20.7,2016
NYK,72,2047,17.7,24.6,2016
Tm,G,MP,PER,USG%,2016
DAL,69,992,16.8,18.4,2016
TOR,49,725,13.3,17.8,2016
TOT,23,283,10.6,18.7,2016
PHI,14,170,11.8,21.1,2016
PHO,9,113,8.6,15.1,2016
PHO,62,1211,9.6,13.7,2016
LAC,59,823,10.2,11.0,2016
MIN,77,1462,6.3,8.1,2016
LAL,81,2286,13.9,21.2,2016
MEM,68,2016,18.3,24.6,2016
LAC,75,2097,17.5,22.6,2016
BRK,39,426,19.2,18.1,2016
MIA,52,1107,11.4,13.8,2016
LAC,67,1464,11.1,19.4,2016
OKC,70,1553,10.2,9.1,2016
TOT,51,470,13.8,19.8,2016
CHO,30,333,13.9,19.9,2016
POR,21,137,13.7,19.6,2016
IND,45,508,11.4,16.1,2016
NOP,2,23,2.6,1.9,2016
BRK,71,917,14.5,19.8,2016
SAC,72,2537,16.9,18.8,2016
CHI,66,2097,13.4,27.3,2016
TOR,73,1747,12.9,18.2,2016
Tm,G,MP,PER,USG%,2016
BOS,39,311,5.0,17.7,2016
MIN,76,2323,17.6,17.7,2016
MIN,33,277,5.5,12.7,2016
GSW,72,1055,10.1,12.5,2016
LAL,80,2259,13.2,24.1,2016
LAL,25,320,10.4,14.3,2016
TOT,73,1160,8.3,16.6,2016
PHI,47,691,7.7,18.7,2016
DEN,26,469,9.3,13.5,2016
ATL,80,1621,15.5,28.8,2016
TOR,76,1636,13.6,19.5,2016
ATL,75,1146,14.0,17.4,2016
ATL,75,1758,12.4,12.3,2016
NYK,48,526,10.8,22.2,2016
WAS,82,1667,15.9,21.8,2016
CLE,54,1316,8.4,13.2,2016
SAS,55,813,11.9,18.9,2016
BRK,14,263,13.9,17.3,2016
OKC,68,977,6.6,11.9,2016
BRK,61,1318,13.9,16.1,2016
BOS,61,1667,11.3,17.4,2016
MIN,18,192,7.9,10.8,2016
Tm,G,MP,PER,USG%,2016
TOT,77,2239,14.9,23.9,2016
NOP,27,617,16.3,20.9,2016
PHI,50,1622,14.4,25.0,2016
CLE,77,2362,12.4,18.0,2016
ORL,76,1181,14.6,22.1,2016
TOT,55,880,10.6,22.9,2016
LAC,32,459,13.2,23.6,2016
HOU,23,421,7.7,22.1,2016
MEM,15,66,10.5,23.6,2016
CHI,64,1301,6.4,13.7,2016
GSW,72,832,17.1,29.7,2016
ATL,36,579,13.7,15.5,2016
PHI,73,1809,9.2,16.7,2016
TOT,69,1372,13.5,20.2,2016
LAC,43,680,9.8,15.1,2016
MEM,26,692,17.1,25.3,2016
TOT,8,73,14.8,19.8,2016
LAC,4,12,8.9,7.1,2016
MEM,4,61,16.0,22.4,2016
TOT,7,18,20.0,14.9,2016
MEM,2,4,13.6,0.0,2016
MIA,5,14,21.8,19.2,2016
MIA,52,762,17.3,17.8,2016
IND,58,1275,12.6,20.3,2016
BOS,81,1915,16.7,21.8,2016
ATL,11,73,14.4,16.9,2016
ATL,79,2255,17.9,26.6,2016
PHO,79,1686,16.2,23.4,2016
WAS,80,1951,9.3,14.0,2016
HOU,72,1258,10.2,15.0,2016
Tm,G,MP,PER,USG%,2016
BOS,82,2644,21.5,29.6,2016
NYK,59,1313,10.4,16.9,2016
PHI,77,2154,9.2,16.2,2016
TOT,47,471,14.2,13.9,2016
GSW,28,179,13.3,15.2,2016
TOR,19,292,14.7,13.0,2016
GSW,80,2666,18.6,26.3,2016
CLE,82,2269,15.9,11.7,2016
TOT,61,1109,14.7,24.4,2016
HOU,47,885,14.6,24.3,2016
WAS,14,224,15.5,24.8,2016
DET,72,1341,10.2,12.4,2016
DEN,21,305,7.1,12.0,2016
MIN,82,2627,22.5,24.9,2016
PHO,82,2540,10.8,12.7,2016
BOS,81,2271,13.6,18.8,2016
IND,60,1367,15.4,20.9,2016
TOT,44,707,9.5,16.7,2016
MEM,8,120,12.6,21.8,2016
MIA,36,587,8.9,15.7,2016
TOR,60,1557,22.6,20.9,2016
TOT,53,496,11.1,15.0,2016
CLE,31,310,11.2,14.8,2016
GSW,22,186,11.0,15.5,2016
MIL,23,460,7.4,18.5,2016
MIL,70,1001,4.2,13.5,2016
DAL,62,665,11.9,25.3,2016
POR,78,1174,8.6,13.0,2016
Tm,G,MP,PER,USG%,2016
ORL,65,2037,21.1,26.8,2016
NYK,61,908,11.1,16.8,2016
MIA,74,2258,20.3,31.6,2016
OKC,78,2152,9.4,17.7,2016
CHO,81,2885,20.8,26.5,2016
WAS,77,2784,19.8,28.6,2016
PHO,47,1070,15.7,19.9,2016
ORL,33,656,8.6,12.1,2016
TOT,7,169,8.9,13.2,2016
MEM,6,166,8.3,13.2,2016
MIA,1,3,39.3,15.2,2016
TOT,43,499,3.7,13.5,2016
PHO,36,421,4.3,13.3,2016
PHI,7,78,0.8,14.5,2016
SAS,78,1404,17.6,18.0,2016
OKC,80,2750,27.6,31.6,2016
MIA,73,2125,25.7,20.7,2016
IND,7,41,7.4,18.1,2016
MIN,81,2845,16.5,27.2,2016
LAC,23,167,12.9,19.8,2016
PHO,10,68,21.1,22.6,2016
DAL,65,2106,14.6,22.0,2016
NYK,80,1435,17.2,23.3,2016
MEM,5,45,3.3,12.7,2016
Tm,G,MP,PER,USG%,2016
LAL,67,1907,17.7,22.8,2016
CHO,81,2338,16.8,16.8,2016
CLE,41,748,12.4,22.8,2016
MIA,78,2232,8.4,12.5,2016
UTA,51,658,17.7,15.1,2016
PHI,17,145,16.4,19.4,2016
LAL,35,590,8.3,16.2,2016
MEM,12,212,18.3,15.4,2016
TOR,27,229,17.8,22.1,2016
PHI,8,144,1.8,33.5,2016
BOS,29,199,3.6,9.1,2016
IND,41,384,9.9,24.4,2016
LAL,54,1033,9.1,18.5,2016
BRK,73,2407,17.5,21.6,2016
CHO,73,1774,16.1,15.4,2016
BOS,60,710,15.4,23.0,2016
OKC,68,1055,10.1,15.9,2017
TOT,38,558,11.8,16.8,2017
DAL,6,48,-1.4,20.0,2017
BRK,32,510,13.1,16.5,2017
OKC,80,2389,16.5,16.2,2017
SAC,61,1580,8.9,14.4,2017
NOP,39,584,12.9,17.2,2017
MIN,62,531,12.7,9.4,2017
SAS,72,2335,18.6,24.5,2017
IND,61,871,11.6,10.9,2017
MEM,71,1914,13.3,17.9,2017
POR,61,1773,11.3,15.4,2017
CLE,12,114,11.6,13.0,2017
LAC,30,308,5.0,13.7,2017
TOT,75,1228,13.9,20.9,2017
DAL,51,710,14.7,23.6,2017
PHI,24,518,12.8,17.2,2017
SAS,72,1020,12.5,12.1,2017
HOU,72,2116,13.5,17.9,2017
MIL,80,2845,26.1,28.3,2017
NYK,74,2538,17.9,29.1,2017
SAS,19,122,11.6,8.7,2017
HOU,80,2773,12.4,14.1,2017
DEN,41,639,12.8,17.3,2017
Tm,G,MP,PER,USG%,2017
NOP,31,482,9.8,8.8,2017
ORL,78,1538,11.0,19.4,2017
MIA,68,1065,8.3,13.0,2017
NYK,52,857,7.5,14.8,2017
MEM,33,405,6.5,19.1,2017
PHO,67,963,11.5,20.0,2017
DAL,35,771,17.2,26.2,2017
DAL,79,2803,16.3,25.3,2017
TOT,74,1777,10.3,15.6,2017
SAC,54,1367,10.2,16.4,2017
GSW,20,410,10.7,13.1,2017
DEN,60,1705,15.5,21.1,2017
LAC,52,577,19.7,19.7,2017
CHO,77,2617,15.8,22.3,2017
PHI,3,71,8.7,27.7,2017
DET,75,1163,13.1,14.1,2017
ATL,73,1963,11.5,20.5,2017
WAS,77,2684,20.1,26.5,2017
DEN,22,165,13.7,22.0,2017
MIL,56,935,17.8,25.3,2017
CHO,74,1778,13.3,19.2,2017
ATL,38,371,8.8,14.2,2017
Tm,G,MP,PER,USG%,2017
PHO,43,574,5.3,14.4,2017
BRK,23,264,14.7,19.4,2017
DAL,3,10,-17.6,18.9,2017
SAS,67,808,12.9,15.7,2017
HOU,67,2058,13.0,14.1,2017
ORL,81,1793,12.2,13.2,2017
MIN,65,1190,11.0,16.4,2017
LAL,67,1091,15.0,15.7,2017
PHO,66,2176,20.5,28.1,2017
TOT,81,2083,13.5,22.4,2017
BRK,55,1482,13.0,22.5,2017
WAS,26,601,14.7,22.2,2017
TOT,27,583,9.3,10.4,2017
DAL,26,582,9.4,10.4,2017
CLE,1,1,-35.3,0.0,2017
UTA,12,53,19.7,18.2,2017
PHO,78,2730,14.6,28.6,2017
BRK,71,1754,15.7,18.7,2017
BOS,55,1835,14.4,21.9,2017
TOT,82,1281,9.1,14.3,2017
HOU,58,923,7.5,12.9,2017
LAL,24,358,13.3,18.0,2017
MIL,75,1982,14.9,18.5,2017
IND,65,894,9.5,19.2,2017
TOT,11,159,7.2,15.6,2017
NOP,9,143,5.9,14.2,2017
ORL,2,16,18.5,27.5,2017
HOU,25,123,10.8,22.7,2017
Tm,G,MP,PER,USG%,2017
BOS,78,1341,10.3,18.1,2017
DAL,54,521,10.7,16.0,2017
DET,31,467,11.7,13.4,2017
WAS,57,703,10.8,19.6,2017
UTA,42,653,11.6,22.7,2017
CHI,76,2809,25.1,26.5,2017
TOR,9,40,14.6,20.1,2017
TOT,41,539,8.9,14.4,2017
LAL,24,292,9.1,15.3,2017
ATL,17,247,8.7,13.3,2017
DET,76,2529,12.8,19.2,2017
CHI,39,592,8.1,15.4,2017
HOU,65,1551,21.4,19.9,2017
TOR,72,1882,11.9,15.6,2017
MEM,73,1799,11.7,14.9,2017
CHI,45,846,9.9,20.9,2017
TOT,36,643,10.0,14.4,2017
SAC,22,397,11.4,16.3,2017
NOP,1,24,10.0,20.3,2017
MIN,13,222,7.5,10.3,2017
SAC,75,1421,16.3,19.7,2017
PHO,47,1298,16.6,11.2,2017
DEN,71,2197,14.9,22.0,2017
PHO,82,1743,12.3,19.7,2017
IND,29,219,10.4,13.1,2017
Tm,G,MP,PER,USG%,2017
OKC,64,973,5.7,12.2,2017
GSW,77,1137,13.1,19.5,2017
LAL,82,2397,13.2,23.3,2017
OKC,13,125,5.4,21.5,2017
SAC,68,2063,15.3,19.8,2017
OKC,20,128,12.9,10.1,2017
MEM,69,2292,23.2,26.3,2017
POR,39,316,11.8,13.0,2017
TOT,14,188,11.8,19.6,2017
DAL,5,77,6.9,20.7,2017
NOP,9,111,15.3,18.9,2017
TOT,72,2465,25.8,36.5,2017
SAC,55,1891,26.5,37.5,2017
NOP,17,574,23.2,33.1,2017
PHI,67,2119,13.2,19.2,2017
POR,79,2254,11.6,14.9,2017
LAC,82,2157,12.0,22.7,2017
NOP,19,442,17.6,25.5,2017
BOS,72,2335,14.9,17.0,2017
NOP,66,1649,10.2,10.7,2017
DAL,70,2029,15.5,19.5,2017
GSW,79,2638,24.6,30.1,2017
MEM,67,1183,10.4,21.7,2017
NOP,75,2708,27.5,32.6,2017
Tm,G,MP,PER,USG%,2017
MEM,36,238,10.6,12.0,2017
POR,46,789,11.5,12.0,2017
SAS,76,1330,16.0,12.3,2017
HOU,77,1419,13.1,14.9,2017
ATL,73,1248,7.5,18.3,2017
MIL,76,1986,9.4,16.3,2017
LAL,56,1486,10.1,14.2,2017
TOR,74,2620,24.0,34.3,2017
NOP,17,199,16.8,20.5,2017
UTA,73,1283,9.0,15.6,2017
MIN,82,2653,14.2,14.0,2017
BRK,59,1334,12.7,14.1,2017
MEM,24,394,10.6,17.4,2017
MIA,73,2459,19.8,27.1,2017
DET,81,2409,20.9,22.4,2017
PHO,64,1362,10.6,13.8,2017
TOT,53,841,10.1,14.0,2017
CLE,23,366,7.6,13.7,2017
ATL,30,475,11.9,14.3,2017
MIN,78,1333,8.1,14.2,2017
GSW,62,2070,27.6,27.8,2017
PHO,5,62,9.7,16.2,2017
Tm,G,MP,PER,USG%,2017
DET,19,146,7.5,24.7,2017
MIA,62,1500,12.6,17.9,2017
IND,74,1998,9.9,16.8,2017
PHI,31,786,24.1,36.0,2017
MEM,64,1501,10.6,13.0,2017
TOT,53,588,10.9,19.1,2017
HOU,31,196,4.0,19.3,2017
LAL,22,392,14.3,19.0,2017
TOT,40,788,15.5,26.7,2017
NOP,26,474,15.8,27.2,2017
SAC,14,314,14.9,26.0,2017
UTA,66,1228,8.5,18.1,2017
DEN,61,1296,20.3,18.3,2017
SAC,2,35,14.4,19.4,2017
UTA,50,1186,15.8,20.7,2017
CLE,42,386,11.4,24.2,2017
CHI,66,1040,15.3,12.4,2017
LAC,80,1700,10.9,16.5,2017
TOT,46,1197,13.1,19.6,2017
BRK,10,151,6.5,19.9,2017
DAL,36,1046,14.1,19.5,2017
DAL,81,1642,7.7,11.6,2017
SAS,36,285,5.9,17.9,2017
ORL,68,2234,13.9,23.5,2017
BRK,69,1284,7.3,14.4,2017
NOP,65,1525,12.4,16.3,2017
Tm,G,MP,PER,USG%,2017
CLE,74,1398,15.6,19.3,2017
DEN,63,2134,17.4,20.0,2017
TOT,74,1495,10.4,18.4,2017
NOP,55,1120,11.2,19.5,2017
SAC,19,375,8.0,15.4,2017
ORL,5,43,-9.2,10.2,2017
MEM,74,2531,20.3,26.4,2017
SAS,64,1627,20.2,21.3,2017
SAC,30,1013,17.9,25.8,2017
DET,9,32,-2.1,15.0,2017
DEN,13,89,3.1,10.5,2017
IND,75,2689,20.2,28.9,2017
ORL,5,48,10.2,12.3,2017
DAL,17,231,9.5,26.3,2017
TOT,78,1989,15.0,19.3,2017
CHI,55,1502,15.4,19.2,2017
OKC,23,487,13.8,19.5,2017
SAS,69,1291,13.9,20.4,2017
UTA,81,2744,23.3,16.7,2017
TOT,15,214,18.7,19.8,2017
NOP,3,30,19.7,13.9,2017
BRK,12,184,18.6,20.7,2017
